3d834eff7e8a7b251a7a426a118c3fe872b3d44b,,Remainder,,0,0,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/file_metadata.cc,77,ThreadSpecific<mojom::blink::FileUtilitiesHostPtr>,Link,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/android/font_cache_android.cc,70,AtomicString,Link,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_cache.cc,343,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_global_context.cc,15,ThreadSpecific<FontGlobalContext*>,Link,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,81,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,88,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,165,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,175,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,181,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,187,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,192,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,198,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,204,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,210,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,216,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,222,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,228,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,234,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,244,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,250,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,256,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,262,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,268,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,274,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,280,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,286,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,292,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,298,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/font_selection_types.h,304,const FontSelectionValue,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/fuchsia/font_cache_fuchsia.cc,32,AtomicString,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/linux/font_cache_linux.cc,39,AtomicString,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/script_run_iterator_test.cc,33,const MockScriptData,Link,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/script_run_iterator.cc,136,const ICUScriptData,Link,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/shaping/harfbuzz_face.cc,349,BooleanHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,126,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,133,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,142,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,150,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,158,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,165,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,172,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/skia/font_cache_skia.cc,180,const FontFaceCreationParams,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/web_font_decoder.cc,157,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/web_font_decoder.cc,165,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/web_font_decoder.cc,173,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/web_font_typeface_factory.cc,147,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/fonts/win/font_unique_name_lookup_win.cc,104,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,34,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,42,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,53,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,59,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,65,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,77,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,81,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,89,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/bitmap_image_metrics.cc,100,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/gpu/shared_gpu_context.cc,20,ThreadSpecific<SharedGpuContext>,Link,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/image_decoding_store.cc,59,ImageDecodingStore,Link,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/image.cc,82,cc::SoftwareImageDecodeCache,Link,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/graphics/image.cc,88,cc::SoftwareImageDecodeCache,Link,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_test.cc,5812,ThreadSpecific<Persistent<IntWrapper>>,Link,No,Yes,No,,Meant to be Isolate bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_test.cc,5852,ThreadSpecific<Persistent<WeakHeapObjectSet>>,Link,No,Yes,No,,Meant to be Isolate bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_test.cc,5864,ThreadSpecific<Persistent<HeapObjectSet>>,Link,No,Yes,No,,Meant to be Isolate bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_thread_test.cc,21,Mutex,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_thread_test.cc,26,ThreadCondition,Link,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/heap_thread_test.cc,38,ActiveThreadState,Link,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/process_heap.cc,48,CrossThreadPersistentRegion,Link,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/process_heap.cc,54,CrossThreadPersistentRegion,Link,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/process_heap.cc,60,Mutex,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/thread_state.cc,1654,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/heap/thread_state.cc,1659,CustomCountHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/image-decoders/webp/webp_image_decoder.cc,151,blink::EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/language.cc,54,ThreadSpecific<Vector<AtomicString>>,Link,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/cors/cors.cc,40,ThreadSpecific<network::cors::PreflightCache>,Link,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/cors/cors.cc,438,WebHTTPHeaderSet,Link,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/fetch/resource_fetcher.cc,95,EnumerationHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/fetch/resource_fetcher.cc,182,bool,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/fetch/resource_fetcher.cc,192,ThreadSpecific<PriorityObserverMap>,Link,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/loader/fetch/resource_fetcher.cc,764,BooleanHistogram,Link,No,No,No,No,Histogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/memory_pressure_listener.cc,63,CrossThreadPersistent<MemoryPressureListenerRegistry>,Link,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/network/network_state_notifier.cc,73,NetworkStateNotifier,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/scheduler/common/cooperative_scheduling_manager.cc,26,ThreadSpecific<CooperativeSchedulingManager>,Link,No,No,Yes,No,"Doesn't matter, kill it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/scheduler/common/thread.cc,34,WTF::ThreadSpecific<Thread*>,Link,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/testing/testing_platform_support.cc,80,ScopedOverrideMojoInterface::GetInterfaceCallback,Link,No,No,No,,Used only for tests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/character_emoji.cc,16,Mutex,Link,No,No,No,No,Should be const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/character_emoji.cc,225,icu::UnicodeSet,Link,No,No,No,Yes,Should be const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/character_emoji.cc,231,icu::UnicodeSet,Link,No,No,No,Yes,Should be const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/character_emoji.cc,237,icu::UnicodeSet,Link,No,No,No,Yes,Should be const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/layout_locale.cc,35,ThreadSpecific<PerThreadData>,Link,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/text_break_iterator_icu.cc,726,ThreadSpecific<std::unique_ptr<TextBreakIterator>>,Link,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/text_break_iterator_icu.cc,947,ThreadSpecific<std::unique_ptr<icu::RuleBasedBreakIterator>>,Link,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/text/text_break_iterator_internal_icu.cc,34,const std::string,Link,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/weborigin/kurl.cc,191,KURL,Link,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/weborigin/security_policy.cc,54,Mutex,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/weborigin/security_policy.cc,59,network::cors::OriginAccessList,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/hash_table.cc,30,Mutex,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/hash_table.cc,35,HashTableStats,Link,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/scoped_logger.cc,93,ThreadSpecific<ScopedLogger*>,Link,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,111,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,117,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,123,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,129,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,135,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,142,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,\,,,,,,,,,,,,,,,,,,,
third_party/blink//renderer/platform/wtf/text/text_encoding.cc,148,const TextEncoding,Link,Yes,No,No,Yes,Should be constexpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,